#Cfactor 0.0275981977
Recipient TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs371 18.744886 17.920909 19.380819 20.14625 18.971898 18.177079 20.492223 21.060787 19.233924 20.898351 22.102642 20.70801 20.458758 18.899249 19.095309 17.824715 18.547245 19.723424 21.686363 19.904046 18.803539 19.141412 20.956995 21.041979 19.560463 20.820901 20.443633 20.446597 19.472361 19.380356 20.409742 19.72611 20.688111 18.916843 19.83934 20.13336 22.406835 18.382444 23.686462 20.565836 19.471264 20.690194 21.291893 19.154681 20.022067 20.279267 21.352426 19.271655 0 19.663664 19.502882 18.863113 18.937129 19.383512 21.212667 19.623327 21.077523 18.979331 19.365474 20.310931 19.974007 21.645911 19.322022 20.582558 19.325531 19.994555 20.00569 22.034235 20.993351 22.461464 20.691347 19.358194 20.649082 19.966034 20.386848 18.546951 21.555858 19.640596 20.670093 20.078886 18.209694 20.948509 22.864408 17.943052 21.945261 21.429045 19.482231 18.951985 20.273311 19.354753 21.235206 19.209318 24.622164 19.975858 20.820649
TSs23 20.930398 20.319268 19.97866 19.996458 21.397491 20.028658 20.133761 20.258137 19.148894 19.962874 19.606857 19.145149 21.031658 20.926677 19.443714 20.246534 20.024675 20.597287 19.921177 19.464256 19.355571 20.517684 20.829057 21.299741 19.755747 19.679817 20.531948 19.755542 19.702818 20.34867 19.843807 19.618417 20.068178 19.709289 20.236694 19.633686 19.312109 20.678249 20.503671 19.77119 19.704711 20.395711 20.252093 20.321515 19.778811 20.655255 19.937877 20.310057 19.418467 0 20.522175 19.493877 19.653296 19.998071 20.484735 19.61763 19.588768 20.089123 19.952848 19.344221 20.466874 20.602546 20.239346 20.342147 20.274787 20.391357 19.75234 19.534263 19.395304 19.101487 19.575112 19.251289 20.731978 19.242367 20.934875 19.054912 19.784467 19.758516 21.102565 19.490247 19.193201 19.928037 20.61107 20.32559 20.335616 22.307484 19.08991 19.730136 19.762913 20.452243 19.543609 20.249506 19.527552 20.094521 20.604523
TSs51 18.07955 17.989652 20.563216 20.867039 18.590661 19.744274 20.436708 19.633587 21.475119 20.254346 19.202604 22.187717 19.388028 17.855242 19.765061 18.076661 18.620808 18.806043 20.171519 20.666778 20.810016 18.64068 20.199495 20.539555 19.233068 20.559303 20.061248 21.06356 21.175672 18.895472 20.232822 21.837792 20.932811 20.233864 19.647188 20.253107 19.104449 20.303521 21.636618 20.139327 20.827363 19.904666 19.490539 20.323506 22.559217 19.813587 19.231158 19.844869 19.088414 20.376973 0 20.052435 18.449711 19.015409 20.129234 19.88466 21.214452 20.816336 20.994731 20.410615 21.361222 20.048034 20.360474 20.193379 19.19642 19.689536 21.662002 20.15117 19.913468 18.69239 19.481768 20.182456 20.376756 20.232828 20.208015 19.053763 19.888373 19.852781 19.104039 20.133088 18.833647 20.284516 19.98979 18.008118 20.346415 21.607448 21.251701 19.502559 20.547199 20.037045 20.479045 19.94378 19.873807 20.183495 20.762624
TSs59B 19.372426 19.105676 20.8364 22.038132 19.268564 22.803783 20.0242 18.969675 20.272637 20.094076 18.046492 21.187304 19.081578 19.459651 22.719454 19.124822 18.993549 18.60796 18.771923 21.304417 20.845151 19.074137 18.890625 19.154989 18.855588 20.074661 19.720482 20.350682 20.545345 18.895541 20.794144 20.278062 18.617809 22.114608 20.379005 18.64568 18.861154 19.00543 19.206118 18.882823 21.301265 19.723048 19.053356 19.950461 19.529242 20.126509 18.495499 19.28415 18.193506 19.087988 19.710476 0 19.277461 18.853835 18.117136 18.87113 18.89384 20.293862 19.753979 21.183414 19.159395 18.945289 21.760897 20.820825 19.252543 21.176149 18.914205 18.975249 19.033475 18.743586 18.76465 22.812512 18.694564 21.813542 18.645845 25.99528 18.708929 21.986812 20.54256 19.236526 24.180042 20.178651 19.164813 19.134767 19.135448 19.791972 21.42144 21.159981 18.929643 21.107376 20.874371 20.342782 18.401601 18.826574 19.293666
TSs365 24.318765 26.006144 18.468906 18.630823 25.315513 19.522806 18.538163 20.571409 19.504106 18.728589 19.412375 18.321781 20.196095 25.794739 19.109293 25.805181 25.170581 23.919197 19.043854 18.643129 18.866215 23.538831 18.606886 18.70318 21.831151 19.602765 19.149051 19.078443 20.610515 22.91268 18.176199 19.55308 18.60154 19.353251 22.84055 18.178039 19.045887 19.482553 18.009513 19.200158 18.09322 19.642389 20.764321 19.452193 18.22642 21.975393 18.192987 21.749491 18.412461 19.66871 18.314415 19.440538 0 21.927653 18.488165 20.389082 18.934763 20.232677 19.473332 18.965137 18.336277 18.098031 20.62262 20.018266 23.906703 19.822219 19.030481 19.266069 18.989053 19.644743 20.436005 19.15997 19.283054 18.823268 18.026123 18.883484 18.961189 19.234151 17.992569 18.891278 19.171368 18.949639 18.946011 25.985735 18.410549 18.404509 18.23941 20.985031 18.892451 18.3595 19.539183 20.280269 18.732795 20.670403 19.939964
TSs224 21.69737 22.799813 19.415708 19.227243 23.271414 19.679549 19.495148 20.14072 19.518983 19.190491 19.376763 18.928394 20.047689 22.577077 19.45711 22.708001 22.200114 21.337297 19.608335 19.171551 20.152669 21.325864 19.362802 19.401957 21.148929 19.156814 19.451235 19.882434 20.625061 20.685074 18.752439 19.752509 19.469335 18.932102 20.526852 18.865891 19.451294 21.165269 18.861689 20.82779 19.121186 19.636648 20.383825 20.036219 19.29823 19.904944 19.501224 23.001782 19.139896 20.087173 19.035122 19.117683 22.003702 0 20.613312 21.152349 19.087782 18.760462 20.353103 19.627549 19.119428 19.357442 19.257386 18.892511 21.423182 19.730907 19.229485 21.050164 20.263282 20.439233 20.005554 18.9693 20.104716 19.175363 20.367245 18.719157 19.6528 19.257862 19.432517 19.871958 19.099864 19.795771 19.618598 22.807972 19.017711 19.147569 19.60859 19.937161 19.966064 18.540734 19.245846 20.536182 18.81257 21.948676 20.368038
TSs325 18.026891 18.011732 20.49894 19.40624 19.071194 18.754626 19.723436 20.017182 19.367346 21.215983 21.155264 18.281403 20.072741 18.578876 19.683806 17.917039 18.980659 20.056832 21.549298 19.667346 19.341666 19.197643 20.971972 21.439556 20.551665 20.728202 20.04053 20.654416 19.328985 18.800706 19.625112 20.308804 19.554911 18.734161 19.372633 21.334063 20.3686 22.016784 20.166179 22.286016 19.81433 21.138582 20.193073 19.514598 19.802592 18.489579 21.912508 19.846244 21.154045 20.917948 20.239902 18.605664 18.717671 20.721939 0 21.146714 19.304721 19.7065 21.807244 20.752353 20.371876 23.184544 18.571911 20.455155 18.48869 19.238459 20.298086 21.794721 20.453823 20.274295 20.71752 18.121715 20.374806 19.900928 20.828665 17.370638 21.01308 19.248265 19.604751 20.274324 17.901766 20.222281 20.873828 17.928958 20.937805 20.682801 21.008164 18.917704 21.271521 19.232848 21.30051 20.18806 20.897701 20.081226 20.463397
TSs119A 19.940267 20.677295 18.995709 19.436435 21.503483 20.744657 20.368934 19.484797 20.987911 19.752787 19.216234 18.830069 20.53903 20.411094 19.08786 20.53214 20.287916 19.394383 19.901121 18.780075 20.487465 20.111406 20.299571 20.840877 25.970936 19.569017 19.626189 20.464905 20.611831 19.86423 18.618304 20.394998 20.20062 19.18395 19.885111 19.702464 19.477838 22.492926 19.711002 20.904543 19.933316 21.293685 20.377606 20.025609 20.734122 19.702882 19.669915 22.643797 19.296424 19.785011 20.10681 19.305394 20.703788 21.274556 21.319205 0 19.520338 19.995614 20.462336 19.972128 20.248868 19.593193 20.016794 19.967858 19.374343 19.50621 19.076975 21.440486 20.228264 18.668991 22.842788 18.842684 20.601971 19.192771 21.223948 18.084409 19.300197 19.726973 19.142912 19.237534 19.056959 20.599645 18.997117 20.593231 19.262075 19.462746 20.089703 19.320799 20.106809 20.232708 20.212915 19.90569 19.670514 20.554803 19.898207
TSs166 18.187672 18.064533 20.407979 19.780161 18.452872 18.868977 22.429566 20.283277 20.868268 20.52846 19.778039 22.178654 19.087132 17.778256 20.127875 17.897176 19.370837 18.853119 20.767546 20.666809 19.892854 18.988627 21.258109 20.709015 20.08967 21.901294 20.355602 20.621718 21.631622 20.307014 20.323844 19.792634 23.955996 19.49462 19.081027 19.102637 20.180837 20.033123 24.096912 21.141277 20.27965 20.547482 21.523392 19.607203 23.760396 19.023324 19.571787 18.586078 20.840635 19.807742 21.652985 19.318966 19.179621 19.252658 19.254573 19.515969 0 19.89317 20.546034 19.963923 19.495603 20.348676 19.524746 21.190827 19.876917 19.235022 22.088076 20.552888 20.690792 19.851712 19.346244 19.651117 20.804138 19.25929 21.743779 18.398159 20.812643 20.039909 19.210447 20.252809 18.474829 19.766276 20.065064 17.97365 21.507126 21.224287 19.405439 18.844688 21.083334 19.222691 20.596576 19.367971 19.18784 20.183381 21.264793
TSs297 19.596648 19.358281 19.182724 23.58521 19.083395 20.909235 19.049581 19.953696 20.384439 19.190835 19.975527 19.054299 18.546676 19.75846 20.084867 19.344535 19.247358 17.885945 19.976745 19.586122 23.073988 19.710225 19.543506 19.54595 19.867832 20.007589 19.810861 20.774993 19.525198 20.233466 19.623053 22.24875 19.625174 23.012758 19.57918 20.444252 18.825505 19.235392 19.046133 20.122102 19.054572 20.290428 20.066679 21.817244 20.964843 21.330158 19.845678 18.93351 18.650983 19.954378 20.998177 20.565741 20.195591 18.815771 19.489409 19.769261 19.783608 0 20.353079 19.997811 19.422546 19.134282 21.289709 19.496201 19.705895 21.091643 19.672478 19.774103 20.135855 20.302722 20.133665 21.197041 19.807707 20.092427 18.599181 19.586409 19.113443 21.09731 18.914987 21.662053 20.105647 19.623124 18.307027 19.334864 20.133996 19.936333 22.14067 20.804616 20.705013 18.914771 20.937275 21.046843 19.366988 20.740712 18.740569
TSs338 19.627924 19.831577 20.475058 19.632508 19.824231 20.268194 20.07395 19.429171 19.62393 20.485716 19.122585 20.154279 19.441354 19.364899 20.441906 19.79553 19.955732 18.837412 19.528996 20.115721 21.025169 19.462481 18.95253 18.840105 21.447688 19.85098 20.335147 19.093116 19.146371 19.890977 20.572207 20.759316 20.279736 20.239167 19.894665 19.364101 19.132764 20.296821 19.403779 22.328778 19.916224 20.042254 19.100727 20.170145 20.162412 19.293105 19.873936 19.902918 19.048932 19.77378 21.003143 19.971414 19.518927 20.346318 21.722024 20.21592 20.276275 20.296361 0 20.185902 19.505877 20.028922 19.914024 20.358915 21.664044 21.345244 19.952955 19.564752 19.479801 20.150657 19.707454 20.705837 21.198884 20.520786 19.380997 21.124181 19.33656 19.823592 19.494647 19.222351 21.090284 19.989171 19.865676 19.7453 20.170736 19.560327 20.206 21.372205 22.490326 19.103675 19.739694 20.456356 18.987165 19.738906 21.079964
TSs293 19.346005 18.888096 20.096266 23.366086 18.860689 21.216841 19.5557 19.759163 21.308984 19.303444 18.879515 20.401391 19.683005 19.25512 20.561584 18.960716 20.066034 18.58321 23.783321 20.75726 21.34379 19.762748 19.285435 20.467058 20.34315 19.650513 19.909055 20.831967 20.198673 19.117157 20.384231 20.637198 20.163877 21.841882 20.15815 19.552782 18.927096 18.69797 19.481124 20.048827 19.431683 20.498525 19.771051 22.035111 21.170599 19.17728 19.213387 19.56238 19.909676 19.282563 20.51865 21.561731 19.114657 19.722232 20.713721 19.830123 19.852295 20.036523 20.207298 0 20.017086 20.015609 21.275857 19.540862 19.240491 20.827117 19.447257 20.112438 20.463597 19.0799 19.143124 19.413035 19.904475 21.553564 19.970288 20.26142 18.961255 21.785807 20.500097 19.377696 20.150618 19.771255 19.093822 18.934331 19.389382 20.582835 20.631981 19.522612 19.450439 20.119753 20.437717 20.26093 18.338129 20.851324 19.133944
TSs24 18.335912 17.645992 20.800171 21.093261 18.472656 19.916574 20.838883 19.940821 22.54757 19.96986 20.363795 20.51978 21.760442 18.196277 20.000825 17.603833 18.052538 18.273944 20.094047 20.651945 19.578549 18.720018 22.491327 20.509684 19.210591 21.593105 20.583823 20.739736 20.287393 18.176725 19.939843 21.82253 20.15339 19.48267 20.381227 20.051713 18.804946 21.944129 20.661615 21.399269 22.440665 19.671591 19.141012 21.649495 22.138221 19.767061 20.929641 19.123295 19.803876 20.555482 21.768858 19.5854 18.564395 19.29234 20.324605 20.219297 19.59032 19.576483 19.668502 20.464205 0 21.036737 19.959204 20.801933 20.143255 19.142753 21.036918 20.521654 20.69276 19.208969 20.130533 19.696229 21.191813 20.760379 20.918591 18.49757 21.259599 19.797108 19.903065 20.347848 18.896603 21.71582 19.567146 17.664964 19.593819 20.570089 19.60574 20.09892 21.911334 21.78422 20.30883 19.399629 19.186894 20.4056 20.829481
TSs334 18.616406 18.031817 20.596907 19.549092 18.964914 18.974995 20.888847 20.059555 20.628271 20.5356 20.196378 20.253221 20.169196 18.440661 19.89836 18.119036 18.396059 19.249742 21.108163 20.44084 19.319099 18.888976 20.459043 20.77663 20.15087 19.601475 19.788715 20.679602 19.810209 19.182394 20.617908 20.03097 19.677918 18.771359 19.376784 21.511475 20.486225 19.720542 21.28871 20.564827 20.316141 20.368609 19.640666 20.38425 19.988755 19.641087 21.34546 19.262763 21.342797 20.697443 20.212573 19.349118 18.492901 19.668926 23.149004 19.683488 20.187293 19.243758 20.26968 20.035824 20.863409 0 18.450226 21.029271 18.954806 20.278019 20.148322 21.041134 21.029232 19.371622 20.647768 19.482865 20.576462 20.738602 21.131002 18.776452 21.913907 19.8509 20.720807 19.272093 18.411682 20.567472 20.868361 17.95177 20.219381 20.144452 21.096786 19.000256 19.696627 20.462112 22.200632 19.822363 21.004963 19.967398 19.978059
TSs1A 20.623488 19.31654 19.40636 22.487232 19.826705 22.765985 19.336835 19.202048 20.458621 19.396121 19.305513 19.899958 18.892019 19.918061 20.276512 19.267985 19.969 19.579175 18.508053 21.508479 22.901414 19.354252 19.299838 19.796188 19.019224 20.49473 19.365603 20.087089 20.414276 19.446564 19.928886 20.434785 19.251056 25.102962 21.571524 19.337415 18.458893 19.482734 18.763932 19.629996 19.316044 19.617604 19.10751 19.775492 20.83723 20.988386 18.724538 19.302678 18.879652 19.79482 20.290296 21.900506 20.533164 19.15984 18.25216 19.557235 19.248352 21.031048 19.827436 21.006358 19.584797 18.241422 0 19.468707 20.057394 20.895709 18.727295 18.756791 20.180592 19.332254 18.62524 20.222443 18.876393 20.277142 18.841793 20.860734 18.651462 24.823369 21.587817 20.025061 22.575934 19.350388 18.868988 19.345965 19.586399 18.971893 20.873765 20.884704 19.285566 20.612584 20.805179 21.807162 18.682792 19.275616 19.617611
TSs266 19.547606 18.431247 21.117065 19.313811 19.110816 20.054025 20.693587 19.662793 20.3919 20.677592 18.61941 22.951846 20.535101 18.77246 20.960268 18.326012 18.933434 17.88765 20.165178 20.825775 18.993474 18.68702 20.271373 20.094624 19.872548 20.076614 20.33299 20.136002 20.32276 18.838797 21.559159 19.528639 20.74632 19.177925 19.965135 20.414497 19.232195 19.587496 20.790547 19.966875 21.666778 20.073061 19.512963 18.780336 20.73145 19.643397 19.530228 18.961008 20.055279 20.284627 20.200778 21.002527 19.970812 18.799 20.138418 19.559086 20.823067 19.36454 20.270966 19.354789 20.48534 20.901621 19.621643 0 20.852843 20.551042 20.527469 20.212536 20.347017 19.088049 19.904711 21.096439 19.628508 20.66987 19.630895 22.642444 19.866846 19.211167 19.04353 18.997141 20.091392 21.435783 20.458056 18.37601 20.964976 21.165013 20.634579 20.972512 20.330221 20.860367 20.652292 18.942618 18.444014 19.411863 20.13264
TSs277 21.566947 20.665979 20.551977 19.646958 20.380417 19.729138 20.173022 20.968334 19.450731 18.913088 19.42251 20.304331 20.196533 20.862419 20.278157 20.666171 20.302292 19.982365 19.098371 19.96691 20.33482 20.579808 18.503865 19.656782 20.313669 20.947558 19.684002 19.486652 20.484206 19.954638 19.123656 20.163138 18.937329 20.949657 21.354219 19.990097 18.17607 20.340315 18.920146 19.567669 20.019185 19.883406 20.328196 19.383944 19.76902 21.792831 18.957229 20.219928 19.132687 20.33464 19.313523 19.610554 23.948345 21.587909 18.471865 19.37611 19.707789 19.785235 21.759949 19.300077 20.056833 18.921282 20.263257 20.993521 0 22.857101 19.934611 19.19814 19.871518 19.731825 19.890719 21.16528 19.930251 20.525051 19.171972 20.357062 19.973267 20.358687 19.180166 19.629895 20.009015 20.558663 19.753493 20.684736 20.585092 19.190476 19.904646 23.815299 20.310355 18.393152 20.082162 21.890097 19.04489 20.727196 20.881719
TSs60B 19.66421 18.797446 20.492369 20.651188 19.06496 20.951292 20.795293 19.571659 19.841232 19.933763 20.235697 19.476448 19.015819 19.281952 20.949935 18.817588 19.317553 18.749605 19.22678 20.42394 20.219158 19.661573 18.999753 20.813974 19.421398 19.354675 19.917146 19.873732 19.586153 19.924371 20.117913 20.251972 18.846316 21.87998 20.080974 19.699915 19.397495 18.699254 19.103048 19.572728 19.993763 19.950364 19.564148 19.502003 19.612005 19.918423 20.350984 19.360072 19.508559 20.211398 19.435498 21.326413 19.731526 19.590367 18.973438 19.27675 18.870257 21.094623 21.161585 20.635112 18.849062 20.114909 20.917181 20.495968 22.389613 0 19.076964 19.525567 19.768395 20.404939 19.729554 20.702677 19.135182 21.175141 19.001689 22.429385 19.58562 20.598087 19.811792 20.283975 21.20607 20.46474 20.176156 18.82601 21.146355 20.40041 19.675239 21.867211 19.785285 19.674694 19.831032 21.960609 19.615065 19.410505 19.24085
TSs303 18.031422 17.588533 23.122043 19.589202 18.629808 18.86815 20.455986 20.370673 20.640891 20.101167 18.774703 21.368263 19.067134 18.214797 20.716854 18.446662 18.127259 18.299651 21.009375 20.677235 19.604043 19.017097 19.407462 19.844858 19.462035 20.350651 19.89173 20.12616 21.126974 19.074558 20.892537 23.787807 20.500079 19.829428 19.213666 22.28985 20.140229 20.560346 20.64552 20.015052 20.598779 19.934074 19.754445 19.78997 21.184588 19.131084 19.768741 19.616537 19.778395 19.770496 21.998349 19.38922 19.16106 19.332758 20.250562 19.04445 22.076204 19.739402 20.223586 19.637839 20.931597 20.294446 18.938921 20.790092 20.00472 19.403849 0 20.884819 20.349558 19.716119 20.372242 23.577078 20.686186 20.475091 21.284039 19.644027 20.470055 20.012637 19.09236 22.638874 18.671052 20.021247 19.924149 17.651699 19.770172 20.708102 21.292062 20.082799 21.366139 19.965473 20.745695 19.130957 19.507757 20.488213 21.884891
TSs120 19.981406 19.26062 19.516186 19.838097 19.876523 19.291536 20.413209 20.181592 19.852499 20.996803 20.54004 19.263534 20.014153 19.271836 19.2461 19.187557 19.207289 19.183789 21.093272 19.043039 19.430341 20.665385 20.013254 21.048142 20.925626 19.415718 21.230538 20.649764 19.723904 19.76182 19.11646 20.158175 20.272777 18.942942 20.102563 20.059662 19.708863 19.692006 20.028283 22.623273 19.127318 19.641865 20.049735 20.387382 20.272749 18.815171 19.899229 21.17532 21.478683 19.36329 19.965842 19.110436 19.295311 20.929534 21.648154 21.027081 20.049082 19.567743 19.587408 19.980257 20.223001 20.657106 18.743679 20.200032 18.968998 19.470728 20.554307 0 20.362847 20.722799 19.919275 18.938658 20.241297 19.47761 20.098851 17.893206 20.181642 19.15845 19.955009 20.039809 18.372819 20.478271 20.757302 19.267878 19.581274 20.425182 19.588651 19.381368 20.128674 19.58077 20.163952 20.147323 20.109031 20.545102 20.01632
TSs132 18.58773 19.130221 19.654396 19.941545 19.15275 18.892915 20.328984 19.962776 20.076819 20.688834 19.861878 20.160467 20.628778 17.982865 19.087766 19.14441 18.871575 19.039186 21.281606 19.82702 19.757495 19.597509 19.619847 19.945103 19.816782 20.680361 20.378149 21.246028 21.226064 19.411987 19.043858 19.511005 20.39956 20.02693 20.347076 20.203425 19.858371 19.946994 20.251061 20.595174 19.413136 20.528258 19.719768 19.882713 20.43669 19.338744 20.524174 20.21109 20.530093 19.313922 19.809394 19.261279 19.069395 19.971027 20.176355 19.899517 20.361883 20.036089 19.409752 20.33286 20.349028 20.805485 20.164086 20.27684 19.64946 19.753772 20.051215 20.46694 0 19.980529 20.734665 19.017128 20.755616 20.153634 19.653184 18.418212 20.432221 20.263873 19.876269 19.679203 19.120925 19.840459 20.891033 19.174252 20.692615 20.336311 19.304433 19.883409 20.181813 19.479498 20.666146 20.25941 20.981259 19.707823 20.143069
TSs78 19.186702 18.143356 19.770654 18.62741 19.162338 18.692681 20.550803 25.736557 19.517475 20.049767 23.121976 19.190337 19.455283 18.405521 19.196244 18.14609 19.501014 20.554834 21.007986 19.350899 19.426451 18.963651 22.628559 19.858505 19.516163 19.758427 20.360633 20.468414 19.455495 20.483011 20.728674 19.723068 18.824542 18.97312 19.271083 21.205142 23.357328 19.374832 20.196242 20.346126 18.908374 20.306927 21.761009 19.086226 19.44976 20.016816 21.774523 18.914856 22.176403 19.088115 18.843563 19.062479 19.848069 20.433432 20.098592 18.487115 19.694097 20.296118 20.322337 19.185342 19.204323 19.347843 19.412098 19.235361 19.797985 20.501422 19.578207 20.980203 20.100879 0 20.818167 19.577577 19.785581 19.192112 19.645944 18.799441 21.498216 19.160653 20.269136 25.626532 18.986148 19.172269 20.695391 18.140483 22.025981 19.423696 18.740294 20.149176 20.02411 19.053721 19.863538 20.216396 20.99861 18.731216 20.344515
TSs61 19.071375 19.839929 19.363318 19.169602 20.092349 19.602336 19.682758 20.202621 20.663671 19.670595 20.441079 18.889512 19.695552 19.227728 18.635237 19.714743 19.563353 21.071641 20.480963 19.420262 19.235451 19.978741 19.950852 20.368299 21.285937 19.380477 20.00026 20.174617 19.229928 23.02112 19.789881 19.845155 19.463338 18.656232 19.140451 20.494138 22.099441 20.243537 20.617179 19.183892 19.798254 20.90398 19.795151 20.323628 19.247554 19.15525 20.952872 21.082894 20.279956 19.496559 19.422345 19.033799 20.371878 19.833813 20.231225 22.486887 19.159417 20.029655 19.647221 19.139783 19.84914 20.511908 18.6651 19.920762 19.752596 19.836883 20.12384 19.94311 20.754219 20.5414 0 19.70423 19.511518 19.206421 19.752308 19.096847 20.726844 18.954371 20.061681 21.203768 18.685603 19.911954 20.541795 19.816167 22.524649 19.092327 19.515024 19.432922 20.312926 19.398989 20.231032 20.059768 20.884409 19.659283 19.693664
TSs60 19.488537 18.353067 23.169763 19.362461 18.958729 21.487004 20.400989 19.060954 19.841995 20.928697 18.733097 21.804012 19.236461 19.348431 23.637957 18.583346 19.136211 17.922381 18.549402 20.607355 20.155087 18.976894 18.2679 19.191102 18.979788 19.780572 19.696155 19.361637 19.98216 18.613415 21.346721 21.970262 19.019758 21.65126 19.968372 21.695995 18.205805 18.892895 19.366138 18.971517 22.685156 19.402668 19.352638 18.65652 19.702485 19.826015 18.606928 19.255399 19.003859 19.236318 20.150933 23.051497 19.199427 19.062962 17.961641 18.723278 19.45931 21.056842 20.691711 19.394991 19.422771 19.392671 20.336804 21.177466 21.050408 20.771511 23.242553 19.155051 19.057979 19.35352 19.716466 0 19.118122 23.520306 19.113281 28.849262 18.717196 20.280068 18.921165 21.993982 23.272198 20.897649 19.841352 18.339572 18.57651 20.24142 22.50126 22.271948 19.983874 21.924943 19.168045 19.638122 18.802495 19.696033 19.372916
TSs274 19.844187 20.134658 20.023412 19.446388 20.415539 19.284473 20.341655 20.505439 19.997146 20.31404 19.350527 19.788582 20.033085 20.289521 19.609751 20.367348 20.896765 20.330464 20.374494 19.638702 19.559117 20.638986 19.910809 19.442886 20.158658 21.017561 21.518773 19.552098 20.46239 20.141518 19.789051 20.262621 21.666314 19.269346 20.230054 20.470402 19.230791 20.772622 21.945525 21.696661 19.404144 19.662693 20.170962 20.519632 20.260645 19.724912 19.914516 21.167166 20.725174 21.104384 20.938882 19.341066 19.768772 20.437368 20.714511 20.904854 21.010302 20.227625 21.698196 20.26605 21.24139 21.094615 19.391851 19.987147 20.245911 19.697402 20.931244 20.959231 21.128378 20.207896 20.125049 19.647113 0 20.116063 20.287464 18.905236 19.282576 19.6395 18.911353 19.486766 19.672485 21.54889 19.681341 20.132449 19.994871 22.255601 20.347618 19.968241 23.276811 19.694588 19.635258 19.561109 19.123259 20.633131 20.9769
TSs10A 19.098935 18.808654 22.608556 20.177048 19.101661 21.361023 19.962614 19.113684 19.385068 19.915145 18.790294 22.18908 19.30901 19.478166 22.763787 18.749343 18.644709 18.217757 19.427043 21.082057 19.847401 19.167908 18.707818 18.957467 19.500151 20.054183 19.989239 19.141624 19.835777 18.431298 22.127692 21.222563 19.012529 20.520758 20.184738 19.216635 18.893351 18.43248 20.172274 19.860173 22.275812 19.862286 19.308399 19.854748 20.008952 19.685409 18.835031 19.210717 19.430467 19.04081 20.013564 21.95819 18.804244 19.026874 19.487857 18.807698 19.029433 20.035693 20.381672 21.297865 20.303547 20.413379 20.265566 20.537878 20.24098 21.081281 20.042489 19.37743 19.9935 18.874145 18.975908 23.339238 19.530255 0 19.018034 26.044559 19.021992 20.716414 19.897552 19.734169 21.267342 20.015299 19.507679 18.760619 19.085102 20.778106 21.744821 21.851948 20.294431 21.478481 19.366498 19.811665 18.489066 19.666948 19.498895
TSs96 18.144433 17.681149 20.2434 20.126954 18.95218 19.742581 20.954174 20.068243 21.574169 20.196866 19.531749 19.79298 19.760218 18.180215 19.25628 17.912117 18.830115 18.538936 21.572281 19.602771 19.306246 18.630083 22.16574 20.873808 19.555844 20.956911 19.814674 20.406339 20.890568 18.853455 19.378625 20.158184 22.099385 18.888321 19.232751 20.112938 20.225556 21.713358 21.706912 20.479066 21.642721 19.897768 20.617305 20.456837 20.856298 20.982251 21.314138 20.087009 20.178223 21.34674 20.633661 19.290694 18.289883 20.715041 21.076206 21.070448 21.68306 18.975492 19.710085 20.209439 20.987881 21.204277 19.18525 19.953434 19.333992 19.370868 21.283238 20.448345 20.122533 19.920215 20.127706 19.466182 19.853925 19.473358 0 18.588461 21.162935 19.816926 21.734736 20.590463 19.131047 21.570539 20.565683 17.65093 20.980842 20.607225 19.869123 19.185137 20.056527 21.598968 20.962232 19.415199 20.782484 20.278263 20.313753
TSs282 19.813665 18.809732 23.981473 18.844624 19.232754 24.273074 20.308717 18.208277 19.858108 21.588719 17.92455 23.839662 19.305702 20.213761 26.311506 18.737633 19.605392 18.319479 17.7509 21.349049 20.289076 18.760172 17.23301 18.657364 18.59364 19.755713 19.62329 18.928076 19.513711 18.8746 22.784695 19.335104 18.173167 21.72387 20.190101 17.924192 18.099121 17.674959 18.452553 18.819468 25.188127 19.418487 18.763547 17.922788 19.003962 20.226783 18.404323 18.571766 18.127295 18.818551 18.878893 26.29868 18.812539 18.555596 16.998458 17.809476 18.123111 19.566709 21.072114 20.060216 18.126484 18.559997 20.881938 22.635301 20.120641 22.376719 19.298508 17.841925 18.317878 18.555278 18.924473 28.920818 18.310902 26.245679 18.057809 0 18.056437 20.617527 19.332498 19.777258 26.801945 21.49267 20.346648 18.842802 18.34274 20.825872 23.052527 23.507442 19.152929 24.335477 18.190722 18.891737 17.770027 18.096964 18.186576
