Recipient num.regions TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs56A 4 3.902222 3.471241 3.988788 3.892674 4.067165 3.747272 4.60206 5.419439 4.314733 4.945147 6.969277 5.428106 4.234955 3.620051 3.865065 3.584679 3.903005 4.177082 4.641514 4.744222 4.007623 3.577742 7.745286 5.625143 4.092586 4.751722 4.03613 5.311691 4.558647 4.286854 4.490058 3.75788 5.03554 4.184824 3.91279 4.389332 6.494295 5.451688 5.092091 5.101078 4.333796 6.104347 4.796482 3.591026 4.173211 5.476003 8.703389 3.741408 4.967934 4.621923 4.354797 4.100695 3.999342 3.965955 5.131516 3.979375 5.752515 4.153717 4.605384 4.115503 4.731281 7.725096 4.81298 4.86673 4.316397 4.44151 4.078086 4.841725 6.154596 6.057484 4.652485 3.681537 4.122169 4.137969 4.55683 3.356706 0 3.985599 4.458925 4.255817 3.700979 4.547004 6.032273 3.471241 5.918276 3.957665 3.562498 4.583889 5.447136 4.232682 5.782174 4.557811 5.72619 3.702877 3.702877
TSs296 4 4.261284 4.13927 4.974358 4.388063 4.558391 5.0497 4.627404 4.242948 4.995291 4.264107 4.783461 4.139714 4.006224 3.981306 4.838279 4.1199 4.423653 4.396171 4.127227 4.894074 7.589243 4.58786 3.967612 4.378676 5.768479 5.278953 4.25098 6.315146 6.289716 4.099674 4.556794 6.09681 4.503979 7.34499 5.364068 4.195183 3.820514 4.693112 4.321897 5.361892 4.563792 3.466556 4.312346 4.480712 4.53448 4.380604 4.323974 4.402456 3.934497 4.177885 4.847316 4.629314 4.574081 4.46508 3.927444 4.674354 4.637448 5.742536 4.409748 4.865666 4.271787 4.937784 6.724606 4.371578 4.41985 4.345097 4.48821 4.093411 4.918652 3.769215 3.852903 4.768013 5.217138 4.819032 4.223852 4.694339 3.899594 0 5.125551 5.000618 5.387807 3.925227 3.779599 4.13927 4.075636 4.711125 6.130915 4.434755 4.643097 4.591708 4.184275 5.11137 4.336782 4.618762 4.618762
TSs33 4 4.9503 4.604959 4.132874 5.777118 4.260977 5.036895 4.6008 4.499344 4.1174 4.148273 5.403485 3.441644 4.139319 4.514762 4.16892 4.654492 4.378123 6.305831 5.892482 4.23003 5.805363 3.950849 4.294489 4.998076 4.228162 4.332701 4.101772 5.285484 4.191404 4.581367 4.694444 4.172083 4.542298 5.77133 4.892444 5.24341 5.107488 3.945481 4.081004 4.184664 4.437691 4.596876 4.416036 5.489793 4.636134 4.242007 5.002973 4.888772 5.086143 4.372966 4.485683 4.871478 3.780515 4.174099 3.781461 4.103406 3.759434 5.58252 3.997318 5.509532 4.023284 4.85451 5.629804 3.72546 3.753467 5.034991 4.090459 4.503688 4.88574 5.268157 4.390535 4.560235 4.516034 5.002605 5.892814 4.567461 4.424562 5.215188 0 5.744385 5.297872 4.830192 5.326284 4.604959 4.556834 4.041683 4.523231 3.768852 4.19421 4.269951 4.257677 4.941771 6.129472 4.338083 4.338083
TSs311 4 4.507554 3.702957 5.32058 3.778428 4.099897 4.939275 4.975165 5.216893 5.013366 4.790603 5.65975 3.463912 4.327447 4.276392 6.253434 3.692666 4.247316 3.895101 5.993267 4.18189 5.160266 4.453643 4.995115 4.978494 3.855552 4.948487 4.211268 5.014631 4.074707 4.317758 4.846347 5.821307 4.148965 5.882288 5.132226 5.154271 6.053494 4.029214 3.989267 4.708323 4.803931 3.920462 4.42455 4.23243 4.273754 4.209171 4.592616 3.922899 4.008448 4.793612 4.383954 4.49064 4.6808 4.437735 3.854433 3.961731 4.565132 4.522138 4.521044 3.841081 4.499433 4.043645 5.581209 3.758701 4.093733 4.752698 6.10371 4.307996 4.691012 6.676119 4.323846 6.247779 4.315358 4.612777 5.197855 5.296403 4.199071 4.926007 5.617647 0 5.580467 4.260191 4.51577 3.702957 4.613145 4.688912 4.83348 4.498622 4.327131 5.996009 3.552792 4.397685 4.713122 4.10094 4.10094
TSs68 4 4.47511 5.070759 6.077985 3.54019 4.644063 6.321434 4.79943 4.602558 4.502019 4.473608 4.671061 4.000797 5.259243 4.641598 6.852725 5.067987 5.23217 4.888675 3.701468 4.752133 6.073782 4.619514 3.330527 4.06459 4.001429 5.345363 4.056988 3.635408 4.20928 4.40943 5.961951 4.18419 3.799027 7.894154 6.236851 3.897455 3.862632 3.780088 3.47549 3.957414 6.083294 3.775326 3.93259 3.794494 3.758296 4.396625 4.0699 4.276204 3.645463 4.103314 4.389202 6.831093 4.656268 4.043776 3.36552 3.76157 3.494428 4.589874 4.862708 3.90255 4.224249 3.575032 5.799613 4.664858 3.835916 5.421147 3.983974 3.805899 4.018228 4.39638 3.856124 6.937695 4.380023 5.504348 3.902225 10.696646 3.637539 5.304619 5.255632 5.651894 0 4.564059 4.750287 5.070759 3.223705 5.052608 6.951218 5.688776 4.481809 7.022702 3.688118 4.602824 3.286107 3.859602 3.859602
TSs104 4 3.723165 3.974164 5.143467 4.225262 3.854327 4.148675 4.953378 4.849644 5.706263 5.293134 4.597533 5.028424 5.571262 3.879711 5.007225 3.897989 3.975259 3.785658 5.038125 4.490734 4.238659 4.460052 4.855162 4.802904 4.546036 4.515855 4.492454 4.683742 4.418404 4.045056 4.233209 4.618548 4.029606 3.920008 4.460529 4.802471 4.635266 4.976421 4.493758 4.582237 4.870582 4.929935 3.895852 4.022661 4.423733 3.999083 4.66154 4.193712 4.454967 4.657593 4.588336 4.41098 4.051853 4.866878 5.721048 4.540217 4.626696 4.653414 4.842005 4.46698 5.834972 4.594277 3.984165 6.010038 5.828669 5.469362 5.127985 5.491877 4.989404 4.451868 5.266772 5.282386 4.551591 4.32046 5.187945 5.125796 4.623279 4.13207 4.886247 4.371727 4.612813 0 5.6665 3.974164 4.333322 4.861906 5.37062 5.776375 4.696215 5.01049 4.880762 4.412328 4.355643 3.993007 3.993007
TSs58 4 3.888785 3.338227 4.668807 3.996463 3.767491 4.374516 4.782639 4.450189 4.39351 5.362203 5.482145 5.314414 4.22907 3.579075 4.631746 3.279552 3.851855 4.86491 5.55267 4.674268 4.524255 3.727834 4.93167 5.144976 4.123965 4.446874 3.726373 5.793803 4.984281 5.195285 6.050516 3.996291 4.758603 4.425025 4.28636 4.475678 6.719093 4.305985 4.73597 4.696044 4.991588 5.222773 4.151587 3.466655 4.179988 4.242147 5.136034 3.968601 6.713389 4.674538 4.746618 4.452915 3.546847 3.696849 5.223987 3.665091 4.543106 3.826616 4.659639 3.688664 4.454518 5.319413 4.312068 5.102613 4.239314 4.479462 4.536205 4.686523 7.112227 5.386791 6.17067 4.266837 3.887482 4.366065 4.180869 5.394432 6.129512 3.938417 5.293412 4.581271 4.851712 5.629644 0 3.338227 5.987746 4.865968 4.946202 5.187127 4.499076 4.629079 4.179515 3.942802 7.288883 3.935377 3.935377
TSs358 4 9.686768 15.878052 3.312265 4.488916 7.528666 5.342397 3.704127 4.010967 4.349524 4.009321 3.433545 3.300371 5.27933 8.646927 3.824173 15.708872 7.943389 6.391405 3.428665 3.649225 3.939965 9.110637 3.645885 3.669775 4.990652 4.612766 5.37977 3.540375 4.571691 6.601618 3.280101 3.566637 4.050171 4.426008 6.321754 3.405379 3.629499 3.25943 3.510475 3.677213 3.580399 3.887264 4.843559 6.803792 3.698273 4.359742 3.294416 7.879616 3.822477 4.814227 3.310084 4.713593 7.787332 6.276329 3.115882 4.636847 3.271564 4.523973 3.983578 4.36551 4.040819 3.507517 4.485993 3.681807 5.618295 4.144402 2.809042 4.66478 3.270722 3.070025 3.915585 4.101178 4.938389 4.885834 3.486513 4.642715 3.278424 4.119042 4.398139 3.612188 4.908866 3.77409 3.104727 0 3.1425 4.725606 3.624496 4.340407 3.807691 4.310903 4.03427 5.379589 3.947185 6.206731 6.206731
TSs82 4 3.953423 3.263453 4.045433 4.549193 3.557815 4.077754 5.944646 4.741053 4.19011 5.265839 5.03832 6.339554 4.051763 3.616248 3.887001 3.208655 3.736981 4.346238 5.00736 6.097664 3.697219 3.977856 5.851398 4.983753 3.713097 4.24886 4.835454 5.632851 5.650038 5.211913 5.310133 3.999938 6.645165 3.79837 3.537695 4.674653 6.354793 5.972852 5.938487 4.198208 4.259215 5.712618 4.238816 3.556317 5.246553 3.888678 6.633387 3.520236 5.579005 4.40117 5.381986 4.477117 3.622167 3.935766 5.864596 4.231752 5.522789 4.700903 5.239513 4.410341 4.11736 5.308042 4.399395 5.251128 3.834546 5.287444 4.320577 4.688256 5.251718 6.343024 7.229111 3.473072 3.928299 4.278004 4.72607 3.29839 5.884336 4.249603 4.590381 4.584229 3.299842 4.24452 5.754002 3.263453 0 4.466025 3.891378 4.74861 4.922208 3.41791 5.868607 4.484889 5.648319 3.897752 3.897752
TSs15 4 4.748526 4.795535 5.080827 4.39179 4.599735 4.758874 4.475357 4.743409 4.383899 4.85413 4.088894 3.956407 4.16585 4.487125 5.409062 4.815381 4.481584 4.327843 4.656855 4.038384 4.250474 6.735017 4.038651 4.416848 3.954236 4.457874 4.986331 4.467475 3.810365 4.444142 4.606139 4.752601 4.226453 4.807395 4.810283 4.430489 4.348988 3.954402 4.474023 4.05855 4.811268 4.588841 5.002578 4.295453 4.680698 4.246169 4.156689 4.36373 4.63409 5.058277 6.767128 4.941346 4.166066 4.585581 5.727884 4.169969 5.260044 4.703394 4.400757 4.454358 4.739564 4.069415 4.831024 4.843838 4.105499 4.376304 5.076931 4.887156 4.949551 4.209871 4.755812 5.113878 4.689148 5.380534 5.039707 6.200338 3.75195 4.750619 4.140012 4.829634 5.296706 4.784818 4.750138 4.795535 4.53091 0 5.203941 4.938267 3.858929 5.821515 4.368927 4.690721 4.383137 4.464907 4.464907
TSs3 4 3.924032 3.711904 6.232455 3.935859 4.120964 5.190844 4.804008 4.077877 4.932834 5.121586 4.46834 4.238746 4.492756 3.948457 6.653686 3.704742 4.220085 4.320393 3.59785 4.941899 6.375992 4.201196 3.697894 3.964057 6.15562 4.768275 4.434452 5.01854 5.805968 4.161277 5.956576 7.365616 3.912906 6.106973 4.479834 4.40012 3.657541 4.041441 4.281703 4.707633 6.55312 3.501369 3.796811 4.307525 4.561533 4.07041 3.436791 4.381149 3.735833 3.699326 5.759842 5.750799 3.662678 4.016465 3.798101 4.80091 4.739634 4.516415 4.959103 4.237044 4.781456 4.830263 4.702888 4.966207 3.923745 4.393208 4.990093 4.222683 4.213472 3.847426 4.325291 6.528794 4.506523 5.395171 4.088169 8.407536 3.570565 6.339904 4.649589 4.914952 7.036448 5.186093 4.934164 3.711904 3.86629 5.14495 0 4.990688 4.910729 5.898719 3.386079 4.093461 3.909037 4.410358 4.410358
TSs4 4 4.26822 4.423453 4.787981 4.043062 4.547672 4.884501 4.725246 4.695019 4.47247 4.918764 4.182238 5.525541 4.946115 4.057574 4.833936 4.356829 4.632187 3.71294 3.527604 4.998146 4.184904 4.303495 4.128576 4.643019 4.069291 4.943243 4.357122 3.90181 4.422704 3.852422 5.474281 4.212672 4.607324 5.436682 5.44291 4.200766 4.433663 4.71416 4.314968 4.07656 4.907558 3.709165 4.312891 3.465601 4.45996 4.916897 4.408174 3.742192 4.070731 4.501663 4.298708 5.102452 5.351762 4.738669 3.953408 3.685527 4.231722 4.60728 5.54481 3.805555 4.797289 4.209826 5.312842 5.274929 7.474399 5.396342 4.435898 4.154026 4.583551 4.621969 4.451735 5.924144 4.120848 5.167309 4.234914 6.420301 4.462051 4.394203 3.632435 4.438639 5.569008 5.721332 4.976797 4.423453 4.574569 4.858587 4.965317 0 4.623911 5.192006 4.638166 5.618679 4.11055 4.204793 4.204793
TSs331 4 4.18975 3.924066 5.156006 4.54268 4.178175 4.247719 4.472838 4.113627 6.295561 4.438 4.658562 4.979975 5.279472 3.986428 4.803714 3.910134 4.388344 3.689496 4.461206 4.752248 4.584917 4.207274 5.918377 4.659272 4.255146 5.197295 4.231175 4.260452 5.19812 4.221723 4.384714 4.886647 4.928701 4.734767 4.015245 4.543623 3.964986 7.58647 5.152944 5.181495 4.823111 4.589653 4.499689 4.011496 4.496089 4.372451 5.425042 4.337613 4.333158 4.073493 4.222068 4.480657 3.858828 4.119962 5.084651 4.990349 5.315108 6.000274 4.944371 4.525856 5.343659 3.959798 4.362432 5.510393 4.484463 4.152943 5.261146 4.821889 4.205158 4.345284 5.151793 4.182421 4.818397 4.673419 5.086646 3.971745 5.319169 4.683357 4.07958 4.396713 4.480288 4.48979 4.27542 3.924066 4.849919 3.869863 4.763802 4.676509 0 5.230339 4.922482 4.101277 3.815422 4.370738 4.370738
TSs314B 4 4.190492 4.433611 6.652302 3.432181 4.306793 5.126564 5.222838 4.402369 7.108611 4.254631 4.974994 4.297601 4.984715 3.999099 6.96912 4.417743 4.411482 4.089295 4.553048 4.383247 4.983245 4.88139 3.988978 4.699368 4.27291 5.315111 4.439707 4.135181 4.349144 3.814973 5.421809 5.406398 3.964251 5.362554 5.347926 4.241572 3.186984 4.879802 3.915143 3.62075 6.220018 3.831644 4.100585 4.319227 4.256585 4.785971 4.054085 3.911832 3.905555 3.784329 4.328523 5.329999 4.412743 4.143244 4.439284 4.854074 4.518814 3.666866 4.567445 4.468939 5.267645 3.904206 5.050301 4.741631 3.830732 4.152524 5.431472 4.243977 4.429849 4.029259 4.682186 6.596462 4.5584 5.317634 4.947227 8.156985 4.164349 4.657641 4.081521 5.990819 7.023791 5.101134 4.475955 4.433611 3.346862 5.754912 5.705559 5.132515 5.329192 0 3.758412 3.937099 3.149401 4.229272 4.229272
TSs333 4 3.908246 4.160602 4.042602 5.866253 4.374077 4.269452 4.818599 5.697334 4.83901 4.974428 6.150549 4.089133 4.451747 3.958871 3.579892 4.219316 3.665423 4.106309 4.600861 4.559435 4.171895 4.760786 5.024652 4.597468 4.327325 4.229721 4.638459 4.882999 4.187683 4.449921 4.858244 3.910098 4.252796 4.300218 4.970377 3.943429 5.320997 5.419899 5.533127 4.36015 4.01014 6.713448 4.597544 4.402174 4.693194 4.890061 8.732383 3.954315 5.6475 4.487048 4.79194 4.685603 4.797263 4.223103 6.841215 5.252512 3.810903 5.707017 4.474917 5.055677 4.610593 6.048586 4.648805 4.894085 4.836872 4.717864 4.253963 4.734673 4.795456 4.45187 4.294861 3.615579 4.394555 4.234473 4.026579 3.380412 5.661709 4.366125 4.197515 3.578859 3.765638 4.697191 4.108271 4.160602 5.72623 4.341393 3.436467 4.704526 4.967789 3.758447 0 5.026407 5.168805 4.207003 4.207003
TSs7 4 5.59984 5.397694 4.156196 4.541748 5.287156 5.105619 4.267545 4.805105 4.21306 4.679598 4.046871 4.036219 4.49972 5.657043 4.073345 5.552131 5.323545 4.941681 3.573399 4.745855 4.757111 4.521111 4.971124 5.02465 4.548782 4.28804 4.622719 4.352613 4.521362 4.952875 3.968159 4.217295 4.653618 5.628585 4.722913 4.271597 4.623855 4.717376 4.581525 4.255232 4.141108 7.57654 4.684508 4.429999 4.516035 4.398718 4.696118 5.046717 4.094136 4.838852 4.184213 4.740835 4.827402 5.071807 4.384965 4.076682 3.903071 4.599953 5.01821 4.253116 4.417497 4.908354 5.167082 3.963852 5.678295 5.855662 3.541639 4.59264 4.811891 4.415451 3.975707 4.420197 4.030041 4.509411 4.147978 4.273813 4.549978 5.20303 4.837505 4.43304 4.567569 4.259272 3.883994 5.397694 4.547659 4.680102 4.050735 5.71152 4.181886 3.839904 5.079966 0 4.461028 5.252125 5.252125
TSs38 4 4.194783 4.177231 3.036976 3.79477 4.981822 3.857767 4.138864 5.399474 3.57059 4.902806 7.269936 3.785865 4.366227 3.67886 3.289752 4.666463 4.254326 7.006262 5.433719 3.418151 4.381943 4.011324 5.453051 4.74522 4.732272 3.564479 3.674701 4.785184 3.676242 4.597739 4.079099 5.100662 4.688585 3.718772 4.445716 5.280532 16.25999 4.534492 4.926452 4.845238 6.122326 4.524144 5.129153 3.689781 3.544276 4.381454 4.90912 4.55936 10.775372 4.061859 4.223432 3.474065 4.606897 4.770738 4.931124 4.030061 2.788112 5.302675 3.990723 3.133657 4.838227 8.055509 4.393252 3.524999 4.603199 4.352733 3.319483 4.156863 4.831392 6.227266 6.173252 4.035119 4.377743 3.886595 4.058542 2.828137 6.326902 4.603898 6.238213 4.866596 3.35034 4.412034 7.467962 4.177231 5.641269 4.461147 3.884333 4.340138 3.962768 3.339471 5.799312 4.527884 0 4.748183 4.748183
TSs10 4 6.491227 6.306407 4.294511 5.33038 6.914713 5.363219 4.27809 3.63898 4.375305 4.392012 4.067697 3.528324 4.686884 6.903089 4.163615 6.229468 6.299238 5.451862 3.61576 3.976588 4.566988 4.990103 4.620923 4.508509 5.052616 4.800988 4.885424 3.651242 5.086253 5.227169 3.633945 4.251693 4.898307 4.389275 4.74136 4.713381 4.097395 3.619273 4.629468 5.389559 4.260931 4.223239 4.893692 6.29457 5.312126 4.214195 3.568196 7.340017 4.52081 4.780063 3.738824 4.031459 5.971492 5.781008 4.084711 4.815435 4.007357 5.240183 4.469857 4.415195 5.063667 4.446354 4.732698 3.926353 5.156572 3.982347 3.198757 4.870709 3.776633 3.82594 4.215751 4.110089 5.299797 4.486176 3.937683 3.91967 3.675179 4.582821 4.241428 4.057583 3.79406 3.848917 3.762742 6.306407 3.798821 4.442464 4.342927 4.270933 4.306589 4.139667 4.107992 5.108 4.605838 0 0
TSs48 4 3.548092 3.764219 5.212913 4.835461 4.733977 3.966269 4.970008 5.525746 4.650425 4.74282 4.544004 6.151937 4.621995 4.683408 4.489722 3.776648 4.30394 4.368575 4.759623 5.053221 3.505658 4.04918 4.336525 4.173371 4.615259 3.908108 4.394263 4.180523 4.862373 3.759611 4.516483 4.360698 5.237296 3.772136 4.080761 4.42936 4.445645 13.891811 5.117859 3.93424 4.772287 5.316693 4.390475 3.723517 4.99834 4.672669 7.462003 4.350435 4.60834 4.897298 5.048069 4.38098 4.376388 4.409936 5.650318 4.99052 5.516929 3.642357 4.86578 4.817396 4.584352 4.394069 4.368262 5.313024 4.731519 3.730255 7.285608 4.287458 4.807922 4.359994 4.702449 4.237101 4.00609 4.149041 4.826337 3.717656 4.551461 4.547012 3.73597 3.907695 3.574115 4.3953 4.43564 3.764219 5.620233 3.991364 4.043749 4.910243 5.333069 4.588741 4.72488 4.505753 4.572111 4.013472 4.013472
