Recipient num.regions TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs371 4 3.986612 3.977785 3.846898 4.237261 4.169762 3.952926 4.470238 4.422548 3.974801 4.380733 5.034056 4.058396 3.975271 3.935712 3.829541 4.014105 3.854455 4.362809 4.674632 4.19324 3.999554 4.237821 4.516118 4.324071 4.036797 4.19633 4.460728 4.205984 4.076816 4.424801 4.087711 4.018803 4.370812 3.906411 3.961919 4.345861 5.678621 4.055169 4.686734 4.560955 3.9064 4.652848 4.331735 4.167887 4.335396 3.948648 4.446308 3.980671 0 4.237085 4.15936 3.976791 3.907133 4.123741 4.321088 4.239856 4.497432 3.943125 4.091743 4.459021 4.194887 4.630876 4.001581 4.015124 4.086912 4.486807 4.096801 5.028464 4.5861 4.782271 4.848268 3.822822 4.307036 4.414779 4.255187 3.748309 4.477859 4.031525 4.507034 4.011104 3.80242 4.154103 5.106831 3.977785 4.749851 4.358547 3.808295 4.093627 4.251288 4.014615 4.815769 4.127037 6.275495 4.336732 4.336732
TSs23 4 4.331874 4.367034 4.096745 4.579553 4.409977 4.440807 4.319176 4.223292 4.020179 4.216923 3.845531 4.42965 4.444032 4.231782 4.203682 4.33565 4.239359 4.01151 4.318999 4.560538 4.356148 4.284256 4.347766 4.81628 4.332429 4.28527 4.262203 4.369197 4.27221 4.068354 4.216845 4.055672 4.489816 4.247335 4.467192 4.293062 3.968602 4.267074 4.446423 4.394136 4.200554 4.224879 4.267446 4.412218 4.332232 4.399322 4.04029 4.297721 4.167581 0 4.403515 4.274297 4.581581 4.349191 4.297985 4.333171 4.484916 4.276108 4.250577 4.145407 4.423487 4.463975 4.395146 4.59669 4.707455 4.208456 4.228205 4.233523 4.182227 4.220217 3.974257 4.095848 4.228585 4.259311 4.389524 4.0511 4.260722 4.121067 4.102999 4.412936 4.054164 4.180236 4.227432 4.367034 4.120371 4.341727 3.836942 4.298242 4.023102 3.90682 4.20133 4.386796 3.935226 4.370289 4.370289
TSs51 4 3.664373 3.693486 4.544094 4.415992 3.742298 4.210954 4.544967 4.016113 5.124173 4.390764 3.8861 5.122605 4.517457 3.587622 4.333543 3.696779 4.016278 3.725277 4.580867 4.639631 4.627563 3.868558 4.136459 4.210234 4.328469 4.710753 3.964874 4.655913 4.405563 3.841858 4.359648 4.82447 4.719519 4.478857 4.045448 4.5004 4.168829 4.248863 5.160046 3.997379 4.630782 4.364737 4.085925 4.094906 5.033857 3.978782 4.008121 3.926248 4.197251 4.453211 0 4.511112 3.780151 3.883052 4.382198 4.408135 4.832846 4.190365 4.622148 4.559775 4.367013 4.432 4.367495 4.492919 4.056354 4.292989 4.55851 4.158676 4.26056 3.816849 4.218282 4.132901 4.192609 4.524915 4.389881 4.137896 4.181235 4.501335 4.154252 4.228812 4.236932 4.24273 4.267123 3.693486 4.646006 5.038948 4.790868 4.192952 4.115489 4.153378 4.486782 4.121016 4.057643 3.884095 3.884095
TSs59B 4 4.231577 4.330237 4.729438 4.781583 4.308276 4.736437 4.415608 4.245771 4.085693 4.11845 3.688769 4.457492 4.470409 4.275641 4.865932 4.358647 4.379348 4.232004 4.22838 4.474476 4.181035 4.405261 4.117294 4.071124 4.006216 4.34332 4.172947 4.258816 4.339915 4.070747 4.35335 4.31963 4.067144 4.742033 4.589186 3.995765 3.638027 3.90552 4.0238 3.812899 4.604304 4.183736 4.270195 4.328707 4.371071 4.377713 3.842083 4.227938 3.833662 4.239237 4.429932 0 4.181437 4.036366 4.043445 3.897227 3.939235 4.169282 4.088092 4.782657 4.195876 4.030747 4.442366 4.435526 3.955086 4.532336 4.226437 4.092373 4.253322 4.097923 3.784706 4.81622 4.065236 4.819514 4.07036 5.414995 3.974007 4.297066 4.26796 4.228092 5.173865 4.034101 4.093283 4.330237 4.100807 4.414385 4.725414 4.518523 4.226872 4.561394 4.251205 4.277666 3.643754 4.024964 4.024964
TSs365 4 4.932627 5.577422 3.932143 4.181048 5.221662 4.312671 4.146333 4.756795 4.363062 4.142552 3.872291 3.895839 4.643652 5.042722 4.099349 5.536497 4.995919 4.211924 3.978642 4.034132 4.044287 4.766789 3.996591 4.126083 4.635595 4.523811 4.306281 3.753492 4.355213 4.890069 3.781993 4.149418 4.069815 4.192121 5.744795 3.721645 3.890577 3.944797 3.707488 4.155403 4.028697 3.761155 4.540604 4.517461 4.036985 4.562344 3.600986 4.996113 3.789823 4.607296 3.702193 4.188122 0 4.984841 3.552152 4.21142 3.766915 4.007382 4.208196 4.166576 4.143185 3.914983 4.43252 4.201891 5.671507 4.26832 3.893658 4.109441 3.979731 4.352469 3.864204 4.123763 4.745951 4.316021 3.853456 4.140093 3.93229 4.265129 3.782318 4.319146 4.273393 3.969168 3.647719 5.577422 3.734119 3.98597 3.773168 4.66525 3.913245 4.172247 4.351911 4.397076 4.029242 4.881295 4.881295
TSs224 4 4.964501 4.904875 4.151192 4.353201 4.75058 4.41299 4.025546 4.589601 4.261259 4.4083 3.845696 3.983495 4.067977 5.015328 4.167672 4.87941 4.734563 4.605788 4.116711 4.279743 4.284499 4.575117 4.120743 4.18507 4.555503 4.029752 4.501862 4.058463 4.311862 4.654776 3.938382 4.40343 4.009461 4.022966 4.329959 4.051124 4.03609 4.14983 3.898605 4.370716 4.136781 4.141383 4.571315 4.834812 4.053453 4.19208 3.845927 4.974873 4.112331 4.335132 3.866133 4.062575 4.954208 0 4.02356 4.642237 3.779933 4.266218 4.289095 4.312884 4.119754 3.925067 4.2099 4.008738 4.885935 4.366737 4.246916 4.464859 4.248345 4.293528 4.111094 4.326208 4.546744 4.091798 4.276401 4.034539 3.852901 4.291461 4.013728 4.197994 3.958961 4.284963 3.763078 4.904875 3.925286 4.265153 4.027813 4.377951 4.021869 4.068842 4.136245 4.497422 4.249204 4.782096 4.782096
TSs325 4 3.632016 3.595723 4.597418 4.177439 3.674244 3.983368 4.202213 4.368002 4.342596 4.570828 4.763965 4.067161 4.100124 3.749463 4.131203 3.659217 3.815039 3.814652 5.319999 4.250778 4.014035 4.18514 4.509751 4.552879 4.163106 3.938338 4.017228 4.431247 4.322959 3.948359 4.183647 4.439379 3.995043 3.855081 3.718124 4.619383 4.35112 5.137451 4.555338 4.519205 4.014641 5.445283 3.893383 4.218837 4.71054 3.789099 5.232606 3.815572 4.305247 4.3881 4.394398 4.098071 3.618505 4.078221 0 4.687785 4.439294 4.693423 4.329545 4.630215 4.33839 5.114209 3.807853 5.221165 3.838411 4.005131 4.435056 4.593528 4.715772 4.44861 4.688116 3.939573 4.164387 4.199203 4.210315 3.808687 4.575206 4.031691 3.820398 3.997311 3.709496 4.628389 4.468238 3.595723 4.807175 4.664859 3.913651 4.038367 4.548097 4.174612 5.404914 4.185288 4.227129 4.117413 4.117413
TSs119A 4 4.180356 4.32 3.977348 4.162394 4.582107 4.228913 4.277826 3.904747 4.566112 4.312043 4.117633 3.943405 4.245507 4.360099 4.120998 4.323281 4.246026 4.099302 4.20108 4.070868 4.562832 4.220135 4.229722 4.163618 5.708438 4.114942 4.490239 4.779736 4.528857 4.169627 3.731823 4.924656 4.2768 3.92116 4.037711 4.340993 3.596197 4.786253 4.31446 4.928849 4.09612 4.173465 4.596833 4.714797 4.279763 4.387193 4.110022 4.57254 4.173143 4.403757 4.363269 3.919389 4.244984 4.635532 4.672492 0 4.107823 4.346692 4.04384 4.416339 4.364452 4.410462 4.147359 4.264239 4.148499 3.894325 4.29361 4.316867 4.241772 3.7615 4.550093 4.262991 4.221901 3.967906 4.623457 3.807593 4.029736 4.358034 3.978095 3.981832 3.864372 4.150962 3.740494 4.32 4.129414 4.04033 4.395956 3.861441 4.510924 4.398111 4.654404 4.053046 3.958528 4.433703 4.433703
TSs166 4 3.69031 3.677383 4.562437 4.231016 3.51261 3.822751 4.644789 4.113729 4.36524 4.149559 4.300429 5.264846 3.785309 3.647784 4.678366 3.63714 3.57112 3.696304 4.486164 4.708447 4.10294 3.770712 5.184649 4.458008 4.132815 4.931219 4.441347 4.276247 4.756303 3.710021 4.448251 4.382956 4.983998 4.121905 3.756539 3.985367 3.639594 4.818359 5.462939 4.569079 4.571628 4.614072 4.4734 4.211766 5.664331 4.124714 4.141694 3.638202 4.399622 4.589521 4.904785 3.988947 3.869205 3.829623 4.391381 4.137024 0 4.282574 4.30939 4.299551 4.248951 4.254947 4.191997 4.845494 4.751436 3.866447 4.677617 4.380617 4.253845 4.058468 3.943582 4.16617 4.555566 4.463718 4.950317 3.739933 4.857388 4.356478 3.843256 4.272591 3.699695 4.259504 4.225116 3.677383 4.675816 4.532745 4.316011 4.196577 4.593707 4.252336 3.923376 4.021344 3.283638 4.023971 4.023971
TSs297 4 4.447338 4.26063 4.080482 5.380258 4.398559 4.419242 3.92391 4.043736 4.382692 4.359596 4.27498 3.713896 3.975132 4.570918 4.082752 4.220507 4.351204 4.133167 4.175095 4.177183 4.91719 4.480202 4.866734 4.394699 4.162864 4.295853 4.026241 4.537604 3.940534 4.271684 3.812387 4.065886 4.07595 4.753466 4.474487 4.156675 4.137977 4.851382 3.831177 4.265144 4.077097 4.043732 4.583 4.756633 4.803558 3.932549 4.428521 4.468741 3.917142 4.311198 4.172342 4.21944 4.026562 4.305999 4.746574 4.345993 4.334923 0 4.200907 4.19111 4.246816 4.105464 4.908164 4.220579 4.244964 4.395217 3.554814 4.097343 4.004762 4.028885 4.546907 4.157717 4.086383 4.354796 4.208603 4.024259 4.043428 4.832538 4.708364 4.289188 4.233213 4.298786 3.82416 4.26063 4.3056 4.323234 4.234977 4.35543 4.850617 3.817761 4.759563 4.216263 4.516071 4.639957 4.639957
TSs338 4 3.952493 4.009211 4.461136 4.153147 4.116505 4.444169 4.487457 4.188875 4.37451 4.432144 4.12476 4.977188 4.301195 4.116592 4.226587 3.983744 4.259341 3.857845 3.808345 4.709577 4.617977 3.949297 4.074304 4.242612 4.232433 4.489721 4.199256 4.044755 4.284272 4.152515 4.817326 4.279938 4.405512 4.486346 4.000983 4.203789 4.076851 4.439336 4.142313 4.532591 4.470711 4.246459 3.967003 4.048391 4.502841 4.018841 4.309945 4.104817 4.020818 4.236808 4.552813 4.098255 4.203282 4.341596 4.352713 4.01174 4.219616 4.165011 0 4.145336 4.099494 4.22932 4.309951 4.821674 4.707458 4.490435 4.325179 4.00092 4.177297 4.330404 4.194529 4.40895 4.746256 4.232805 4.08174 4.636391 4.267198 4.190115 3.948559 4.224429 4.351246 4.296204 4.231007 4.009211 4.480174 4.218586 4.413978 4.721478 4.448062 4.252357 4.180639 4.450507 3.878608 4.199418 4.199418
TSs293 4 4.44294 4.20989 4.267519 6.007123 4.285859 4.404862 4.533191 4.123673 4.355594 4.002164 3.992716 4.091005 4.216887 4.215566 4.248298 4.178174 4.149611 4.03459 5.715457 4.600002 4.230209 4.54364 4.155475 4.466136 4.428851 3.919934 4.288345 4.405698 4.329523 4.059835 4.381304 4.53597 4.053566 4.286272 4.303683 4.360142 3.500221 4.138857 3.903409 4.178846 4.12529 4.750041 4.419067 5.303423 5.094706 4.023129 4.082479 4.516323 4.285603 4.225503 4.602747 4.886473 4.223747 4.362819 4.600969 4.464652 4.320659 4.194531 4.134563 0 4.338253 4.188578 4.178185 4.136086 4.10649 4.599633 4.269081 4.410146 4.267496 3.763364 3.836224 4.050553 4.164035 4.965585 4.179488 4.120687 3.994426 4.456655 4.42594 3.936916 3.971812 4.154918 3.756525 4.20989 4.056233 4.220548 4.111606 3.932358 4.286638 4.209846 4.524433 4.069374 3.518404 4.281454 4.281454
TSs24 4 4.098802 4.066 4.284074 4.574512 4.051468 4.134222 4.396187 4.023471 4.676357 3.967222 4.173239 4.225403 5.226557 3.950845 4.50364 4.037182 4.119944 4.187907 4.340715 4.450973 4.358849 4.359367 4.39552 4.207226 4.4134 4.462939 4.147569 4.1866 4.211737 3.736022 4.483006 4.637843 4.338394 4.179859 4.403163 3.886918 3.937444 4.656946 4.472833 4.265983 4.337496 4.236839 4.170164 4.203058 4.366714 4.43115 4.293842 4.057017 4.217092 4.442675 4.386536 4.246074 4.126182 4.135739 4.298999 4.38556 4.279271 4.218164 4.121195 4.313715 0 4.312239 4.280613 4.472123 4.465457 3.764806 4.149943 4.28118 4.251002 3.800454 4.173144 4.273305 4.604517 4.591968 4.563531 4.040867 4.386516 4.159068 4.016141 4.334547 4.111352 4.804838 4.190843 4.066 4.034513 4.347083 4.366882 4.409571 4.595246 4.61426 4.332334 4.244054 4.224431 4.525009 4.525009
TSs334 4 3.895883 3.770084 4.061252 4.258959 3.933212 4.003263 4.526106 4.490628 4.098034 4.51863 4.729408 4.223677 4.284778 3.930045 4.044397 3.93276 3.82733 3.892047 4.467398 4.488555 4.360682 4.028879 4.57139 4.642533 4.523823 3.998035 4.26444 4.806815 4.463187 4.115078 3.916953 4.577664 4.032122 3.881485 3.988949 4.643925 4.577826 4.245512 4.925357 4.730146 4.111997 4.908046 4.067541 4.16171 4.269961 4.095081 4.594598 4.252277 4.561341 4.483037 4.391943 4.074764 3.94591 3.875382 4.961448 4.362137 4.151263 4.060589 4.237222 4.167629 4.229315 0 3.852391 4.156346 3.725774 4.496885 3.923545 4.340041 4.57419 4.275647 4.409232 4.103169 4.641068 4.290223 4.116607 3.95292 5.387564 4.403755 4.2542 4.015443 3.77414 4.262914 4.509525 3.770084 4.612536 3.98409 4.290144 4.10168 3.987024 3.986824 4.983716 4.485494 5.23495 4.240162 4.240162
TSs1A 4 4.366449 4.209624 4.203742 4.252649 4.549494 4.870055 4.209156 4.319105 4.55033 4.214416 4.159397 3.922734 4.235466 4.28318 4.248592 4.170672 4.402993 4.287189 3.966979 4.444569 4.997197 4.210926 4.120896 4.387896 4.040541 4.61358 4.203609 4.199001 4.16587 4.1186 4.154055 4.110015 4.175547 5.316057 4.916563 3.962454 4.332869 4.26894 4.030661 4.079061 4.110237 3.931002 4.286954 3.962453 4.272795 4.763805 4.160144 3.996461 3.916221 4.330351 4.304928 4.433645 4.413093 4.181187 3.732323 4.05369 4.170282 4.822151 4.293482 4.092984 4.19878 3.786562 0 4.056891 4.216452 4.28016 3.773695 4.084978 4.282659 4.239486 4.0563 4.369064 4.216979 4.322091 4.160885 4.473378 4.289898 5.120856 4.647428 4.66517 4.7357 3.920431 4.055869 4.209624 4.105828 4.329798 4.297497 4.593246 4.143875 4.44448 4.214593 4.474734 4.004568 4.311296 4.311296
TSs266 4 3.738131 3.867549 4.607356 3.806542 4.096482 3.980017 4.659443 4.124655 4.585914 4.439158 3.866816 5.658809 4.326184 3.800657 4.367669 3.82858 4.218758 3.704103 4.02809 4.929209 3.799659 3.911915 4.368166 3.991167 4.223445 4.524668 4.085103 4.037253 4.779632 3.90845 5.254415 4.165484 4.426197 3.895148 4.183333 4.065105 3.793414 4.908514 4.604263 4.402983 4.701065 4.197594 4.153927 3.813724 4.801798 4.324265 4.062784 3.901834 3.934934 4.602468 4.504603 4.453827 4.216289 4.0089 5.176251 4.202733 4.767344 4.164639 4.798107 4.092759 4.44213 4.167456 4.07893 0 4.734361 4.142307 4.578507 4.088825 4.29822 4.00376 4.448556 4.43523 4.297513 4.34097 4.100492 4.611143 4.383014 4.185541 3.750361 3.864076 4.270042 4.811604 4.407531 3.867549 4.447383 4.255557 4.421495 4.569653 4.686354 4.299728 4.376507 3.976086 3.592825 3.989375 3.989375
TSs277 4 4.259107 4.759265 3.976797 4.495451 4.490688 4.118822 4.092795 4.981637 4.486286 4.003842 3.744413 4.965799 4.280119 4.279603 3.927299 4.720673 4.15221 3.790354 3.770419 4.338738 4.512244 4.355301 4.099756 4.104234 4.468511 4.698875 4.242562 3.928083 4.445637 4.169844 3.987815 4.306365 4.43577 4.502227 4.618007 4.046599 3.474486 4.446028 4.032584 4.299759 4.129186 3.91024 4.194963 4.377543 4.471059 4.175765 3.77614 4.335183 4.075484 4.75296 4.105838 3.99655 5.669391 5.006525 3.853697 4.177589 4.685734 4.202926 4.800444 4.113826 4.432063 3.810914 4.286184 4.827128 0 4.500397 4.118814 4.143464 4.08914 4.057711 4.014206 4.462213 4.843621 4.28237 4.042419 3.716657 4.109872 4.285871 3.831525 4.037349 3.895376 4.842372 3.980572 4.759265 3.879819 4.010845 4.022878 5.491451 4.228541 3.946112 4.462196 4.857816 4.038404 4.568614 4.568614
TSs60B 4 4.360154 4.108129 4.222413 4.695294 4.259251 4.514344 4.55571 4.5612 3.893204 4.391667 4.521999 3.901071 4.240851 4.224172 4.200352 4.069224 4.174134 4.132085 4.612532 4.260466 4.293504 4.153789 4.099356 4.712561 4.014173 4.165224 4.333216 4.398075 4.019952 4.554062 4.171564 4.01127 3.915818 4.492049 4.190426 4.239992 4.462909 3.902586 3.770388 4.212235 4.266483 4.158799 4.045213 4.329619 4.381933 4.083304 4.416937 4.369074 4.404323 4.250972 4.237467 4.573387 4.263221 4.390571 4.106563 3.970449 3.806384 4.53214 4.568019 4.607332 3.763655 4.562728 4.400642 4.258418 4.381485 0 4.00659 4.37109 4.107863 4.659358 4.348487 4.208161 4.067573 4.326286 3.97488 4.653584 4.155867 4.242097 4.447608 4.354066 4.62385 4.650601 4.176267 4.108129 4.629486 4.202285 4.198109 4.666396 4.077147 4.079911 4.363522 4.808815 4.085633 4.042273 4.042273
TSs303 4 3.459203 3.386375 5.809406 4.167019 3.882065 4.029926 4.446903 4.565574 4.561361 4.413675 3.984182 4.986083 4.148714 3.891537 4.9439 3.417006 3.977018 3.990754 5.024377 4.383709 4.012065 4.344088 3.859387 4.45993 4.362555 4.271335 4.306364 4.35993 4.320208 3.915285 4.48572 5.836688 4.07985 3.94089 3.925017 5.219464 4.177533 4.823457 4.547134 4.145594 4.713864 4.476186 4.391562 4.150323 4.359727 4.141578 4.346081 3.914987 4.079418 4.298248 4.615782 4.320098 3.932153 4.256841 4.350467 4.306931 4.721788 3.519581 4.381154 4.324535 4.184785 4.022588 3.825491 4.626546 4.160392 4.071353 0 4.150757 4.246166 4.047687 4.504852 4.905487 4.236864 4.356225 4.724054 4.119855 4.03551 4.263476 3.987587 4.786871 3.989708 4.400328 4.168245 3.386375 4.151123 4.528213 4.411664 4.270619 4.537785 4.66003 4.128683 3.843608 3.601117 3.566262 3.566262
TSs120 4 4.472192 4.276926 4.166228 4.525407 4.339278 4.062525 4.587779 4.416578 4.253356 4.124097 4.349081 3.840435 4.277866 4.195578 4.135147 4.280223 4.058418 4.111327 4.796371 3.985635 4.122546 4.679585 4.398655 4.623224 4.258974 4.156284 4.607898 4.34792 4.025495 4.703788 3.824375 4.30865 4.194846 3.925769 4.20776 4.314884 4.102701 4.027596 4.294115 4.637507 4.021842 4.678393 4.192798 4.833053 4.554176 4.032328 4.363056 4.496894 4.887527 4.257355 4.117546 4.130771 4.142313 4.474 4.555232 4.259745 4.318427 4.039596 4.050692 4.418063 4.238016 4.355269 4.124493 4.0838 4.095052 4.289312 4.092 0 4.47874 4.369479 4.528748 3.960946 4.37349 4.408868 4.394519 3.812713 4.376726 4.072995 4.19501 4.135658 3.910288 4.717587 4.2416 4.276926 4.345817 4.375599 4.074037 4.099197 4.392889 4.148932 4.343502 4.340304 3.992237 4.414162 4.414162
TSs132 4 3.635173 3.631648 4.200106 4.046766 3.949054 4.109658 4.290099 4.400306 4.199424 4.936515 4.815558 4.36615 3.913898 3.583654 3.979056 3.633314 3.764222 4.018269 4.869052 4.358325 4.109102 3.907655 4.499498 4.366886 4.016145 4.375483 4.04208 4.991518 3.956017 4.117657 3.883626 4.148379 4.300175 4.480768 4.403306 4.395933 4.320782 4.460009 4.511044 4.355757 4.207411 4.924782 4.143097 3.937548 4.222476 4.505243 4.952938 3.8269 4.560924 4.242188 4.293725 4.322363 4.036848 4.27772 4.714763 4.221763 4.213675 4.008773 4.145803 4.336497 4.235333 4.525166 4.330698 4.29799 4.066328 4.095876 4.214531 4.470829 0 4.86782 4.482507 4.310927 4.130287 4.253381 4.182618 3.986728 4.887983 4.438251 4.301145 4.295668 3.997881 4.404642 5.174198 3.631648 4.655282 4.43552 4.097205 4.300183 4.131769 4.214545 4.443365 4.418748 4.319855 3.910509 3.910509
TSs78 4 4.056206 3.577787 4.103777 3.836003 3.985426 4.02187 4.087216 6.197915 4.042779 4.470545 4.465527 3.991786 4.144185 3.886044 3.850808 3.667356 4.200893 4.197163 4.293201 4.025327 3.939309 3.878426 4.605985 4.648984 3.898861 4.267863 4.07901 4.550099 4.143079 4.786157 4.148419 4.055904 3.989348 4.164383 4.112778 4.845684 6.031452 4.04635 4.265639 4.38834 4.198865 4.215562 4.494 3.768723 3.92509 4.647494 5.100859 3.935464 4.888401 4.237629 3.825555 4.135822 4.455808 4.321681 4.420086 3.795271 4.037608 4.033469 4.335727 3.801614 3.801672 4.335895 4.316928 4.005245 4.148955 4.72922 4.034575 4.459603 4.943929 0 4.888133 4.2078 4.421281 3.938968 4.427021 3.952666 4.872798 3.906175 4.508928 5.10438 4.155792 4.200946 4.633052 3.577787 5.168082 4.046279 3.923999 4.401911 4.188756 4.065329 4.264638 4.194714 4.925742 3.909386 3.909386
TSs61 4 3.738401 3.928207 4.304417 3.98613 4.062367 3.908188 4.353677 4.1946 4.636161 4.277556 4.290818 4.254398 3.992816 3.961931 3.902042 3.9243 4.074658 4.989001 4.482582 4.135342 3.947914 4.272923 4.467001 4.236833 4.075914 3.940719 4.46086 4.201127 4.04338 5.148397 4.093052 4.335489 4.107445 3.883202 3.868 4.603939 5.077929 4.570166 4.476207 4.116869 4.571607 4.362631 4.068161 3.839092 4.155226 4.18412 5.007914 3.98673 4.770184 3.969751 4.247372 3.860106 3.859064 4.083485 4.794136 4.393761 3.977217 4.505121 4.228987 3.912239 4.528597 4.579673 4.095657 4.466314 4.011532 4.316275 4.454517 4.499349 4.447901 4.763181 0 4.32921 4.185827 3.999134 4.250521 4.046644 4.400142 3.979131 4.135711 4.093884 3.91064 4.662296 4.906193 3.928207 5.369772 4.298215 4.104199 4.251741 4.567236 4.290481 4.25646 4.008381 4.957565 4.052881 4.052881
TSs60 4 4.084043 4.106036 5.205133 3.942085 4.064271 4.570359 4.422342 4.258247 4.512493 4.453033 4.118925 4.200244 4.311879 4.117704 5.237694 4.30137 4.125841 3.965287 4.034503 4.207447 4.336825 4.240538 3.84862 4.086779 4.139299 4.432239 4.122405 3.979457 4.149138 3.912569 4.552359 4.825704 3.957097 4.895447 4.39503 4.204657 3.662791 3.926252 4.041641 3.782742 4.850054 3.869427 3.925985 3.972889 4.081904 4.200012 3.695968 4.18603 3.777524 4.1052 4.116425 4.848287 4.137153 4.351374 3.91213 4.260446 4.169992 4.134344 4.448624 4.03458 4.231669 4.123162 4.386793 4.460062 4.467618 4.215929 4.863121 3.996272 4.304896 4.137023 4.254706 0 4.057381 4.588008 4.195319 5.830472 3.791743 4.377866 4.221862 4.984582 5.234039 4.527299 4.067449 4.106036 3.654303 4.42698 5.10573 4.836076 4.045465 5.116497 3.786614 4.221257 3.811361 4.070066 4.070066
TSs274 4 4.441174 4.405315 4.242737 4.13053 4.606445 4.199694 4.228906 4.289189 4.545154 4.377327 4.001227 4.114792 4.145566 4.593569 4.18329 4.372659 4.544105 4.535884 4.16624 4.28679 4.260328 4.396414 3.94917 4.035617 4.34853 4.522189 4.382589 4.061794 4.567925 4.273078 4.150456 4.277278 4.254282 4.216634 4.516228 4.019041 3.962226 4.112468 4.793426 4.263899 4.103889 3.956863 4.342028 4.375917 4.241471 4.443179 4.022749 4.624429 4.22518 4.218411 4.198603 4.098102 4.683417 4.568341 4.152001 4.184501 4.532036 4.032819 4.772784 4.136477 4.581488 4.537254 4.224014 4.312527 4.793453 4.077484 4.231254 4.381265 4.065789 4.519588 4.255941 4.083803 0 4.176938 4.080931 4.212578 3.960509 4.589965 4.090878 4.137982 4.167259 4.346391 3.834807 4.405315 3.954648 4.319301 4.221834 4.076901 4.406545 4.19073 4.068833 4.00756 3.9914 4.569738 4.569738
TSs10A 4 4.323069 4.416837 4.599934 4.780677 4.229889 4.420621 4.369072 3.906095 4.157477 4.268649 4.024105 4.156798 4.254708 4.282374 4.472213 4.38342 4.164224 4.064885 4.415538 4.39284 4.117774 4.443905 3.927012 4.188007 4.035429 4.45443 4.189758 4.064711 4.137686 4.027279 4.568919 4.454445 4.167796 4.457182 4.425055 4.156024 4.026528 3.89537 4.164776 4.002308 4.369698 4.055956 4.116802 4.636564 4.546518 4.154755 3.741888 4.354552 4.25989 4.242256 4.473228 4.808055 4.304031 4.074113 4.09062 3.932003 4.404682 4.274166 4.215314 4.850591 4.523442 4.253899 4.316618 4.30899 4.204416 4.251632 4.268491 4.368373 4.152887 3.835435 3.907932 4.528404 4.150419 0 4.239255 4.911242 4.01204 4.372141 4.289589 4.247742 4.631409 4.040775 4.040611 4.416837 4.040034 4.611685 4.571176 4.523145 4.270619 4.56755 4.060093 4.198823 3.791278 4.198074 4.198074
TSs96 4 3.907246 3.75966 4.415801 4.420775 3.998179 4.125439 4.242624 4.060796 4.33358 4.365126 4.107625 4.479169 4.365227 3.863331 4.423978 3.73173 3.856043 3.975145 4.544163 4.230946 4.348343 4.019262 4.360246 4.572632 4.010864 4.407015 4.364677 4.743854 4.3124 3.931637 4.319525 4.613072 4.716962 4.088835 3.877234 4.346847 4.114423 4.384709 4.687155 4.71405 4.407193 4.291114 4.346411 4.530963 4.537422 4.874733 4.301577 3.865292 4.157468 4.441842 4.547871 4.138844 3.909965 4.462547 4.134662 4.779852 4.907018 4.191511 4.160005 4.209141 4.548641 4.009301 4.22705 4.148578 4.053648 3.996392 4.734574 4.373466 4.273543 4.367772 4.261532 4.372668 4.074447 4.29529 0 4.042662 4.201624 4.187314 4.797112 4.573862 4.031293 4.470176 4.068408 3.75966 4.434444 4.361477 4.064031 4.210113 4.524581 4.430466 3.986636 4.08668 3.858066 4.024653 4.024653
TSs282 4 4.325095 4.318427 5.565099 3.764659 4.408155 5.055143 4.423501 3.940118 4.345634 4.413811 3.987622 4.38551 4.539213 4.579155 5.663859 4.280689 4.68783 4.336997 3.652663 4.516439 4.515378 4.278581 3.366746 3.927394 3.953231 4.377593 4.179042 3.782442 4.27622 4.193218 5.38987 4.188876 3.690636 5.058849 4.59637 3.779903 3.49134 3.682099 3.565619 3.813852 5.445641 3.713135 3.87151 3.858137 3.872863 4.225361 3.81582 4.183607 3.685332 4.004534 4.091721 5.447712 4.138281 4.001307 3.744101 3.776414 3.683431 3.995587 4.615808 4.069524 4.009732 3.925815 4.476284 4.599185 3.716995 4.616648 4.062129 3.805943 3.9703 3.914834 4.008471 5.854516 4.220596 4.942968 3.929508 0 3.583877 4.235229 4.174868 4.528221 6.484225 4.317816 4.52928 4.318427 3.499348 4.76141 5.680409 5.027619 3.949592 5.659112 3.604925 4.113256 3.255962 3.955538 3.955538
