n_sub,rep,k,silhouette,is_best_k
95,32,3,0.05764108399314093,False
95,32,5,0.052045331239698345,False
95,32,8,0.049058563368260893,False
95,32,10,0.05741921375920046,False
95,32,15,0.06822007268988659,False
95,32,20,0.06988250346782814,False
95,32,24,0.07388632309546683,False
95,32,28,0.08225926170607877,True
95,33,2,0.06282865861858128,False
95,33,3,0.05764108399314093,False
95,33,5,0.052045331239698345,False
95,33,8,0.049058563368260893,False
95,33,10,0.05741921375920046,False
95,33,15,0.06822007268988659,False
95,33,20,0.06988250346782814,False
95,33,24,0.07388632309546683,False
95,33,28,0.08225926170607877,True
95,34,2,0.06282865861858128,False
95,34,3,0.05764108399314093,False
95,34,5,0.052045331239698345,False
95,34,8,0.049058563368260893,False
95,34,10,0.05741921375920046,False
95,34,15,0.06822007268988659,False
95,34,20,0.06988250346782814,False
95,34,24,0.07388632309546683,False
95,34,28,0.08225926170607877,True
95,35,2,0.06282865861858128,False
95,35,3,0.05764108399314093,False
95,35,5,0.052045331239698345,False
95,35,8,0.049058563368260893,False
95,35,10,0.05741921375920046,False
95,35,15,0.06822007268988659,False
95,35,20,0.06988250346782814,False
95,35,24,0.07388632309546683,False
95,35,28,0.08225926170607877,True
95,36,2,0.06282865861858128,False
95,36,3,0.05764108399314093,False
95,36,5,0.052045331239698345,False
95,36,8,0.049058563368260893,False
95,36,10,0.05741921375920046,False
95,36,15,0.06822007268988659,False
95,36,20,0.06988250346782814,False
95,36,24,0.07388632309546683,False
95,36,28,0.08225926170607877,True
95,37,2,0.06282865861858128,False
95,37,3,0.05764108399314093,False
95,37,5,0.052045331239698345,False
95,37,8,0.049058563368260893,False
95,37,10,0.05741921375920046,False
95,37,15,0.06822007268988659,False
95,37,20,0.06988250346782814,False
95,37,24,0.07388632309546683,False
95,37,28,0.08225926170607877,True
95,38,2,0.06282865861858128,False
95,38,3,0.05764108399314093,False
95,38,5,0.052045331239698345,False
95,38,8,0.049058563368260893,False
95,38,10,0.05741921375920046,False
95,38,15,0.06822007268988659,False
95,38,20,0.06988250346782814,False
95,38,24,0.07388632309546683,False
95,38,28,0.08225926170607877,True
95,39,2,0.06282865861858128,False
95,39,3,0.05764108399314093,False
95,39,5,0.052045331239698345,False
95,39,8,0.049058563368260893,False
95,39,10,0.05741921375920046,False
95,39,15,0.06822007268988659,False
95,39,20,0.06988250346782814,False
95,39,24,0.07388632309546683,False
95,39,28,0.08225926170607877,True
95,40,2,0.06282865861858128,False
95,40,3,0.05764108399314093,False
95,40,5,0.052045331239698345,False
95,40,8,0.049058563368260893,False
95,40,10,0.05741921375920046,False
95,40,15,0.06822007268988659,False
95,40,20,0.06988250346782814,False
95,40,24,0.07388632309546683,False
95,40,28,0.08225926170607877,True
95,41,2,0.06282865861858128,False
95,41,3,0.05764108399314093,False
95,41,5,0.052045331239698345,False
95,41,8,0.049058563368260893,False
95,41,10,0.05741921375920046,False
95,41,15,0.06822007268988659,False
95,41,20,0.06988250346782814,False
95,41,24,0.07388632309546683,False
95,41,28,0.08225926170607877,True
95,42,2,0.06282865861858128,False
95,42,3,0.05764108399314093,False
95,42,5,0.052045331239698345,False
95,42,8,0.049058563368260893,False
95,42,10,0.05741921375920046,False
95,42,15,0.06822007268988659,False
95,42,20,0.06988250346782814,False
95,42,24,0.07388632309546683,False
95,42,28,0.08225926170607877,True
95,43,2,0.06282865861858128,False
95,43,3,0.05764108399314093,False
95,43,5,0.052045331239698345,False
95,43,8,0.049058563368260893,False
95,43,10,0.05741921375920046,False
95,43,15,0.06822007268988659,False
95,43,20,0.06988250346782814,False
95,43,24,0.07388632309546683,False
95,43,28,0.08225926170607877,True
95,44,2,0.06282865861858128,False
95,44,3,0.05764108399314093,False
95,44,5,0.052045331239698345,False
95,44,8,0.049058563368260893,False
95,44,10,0.05741921375920046,False
95,44,15,0.06822007268988659,False
95,44,20,0.06988250346782814,False
95,44,24,0.07388632309546683,False
95,44,28,0.08225926170607877,True
95,45,2,0.06282865861858128,False
95,45,3,0.05764108399314093,False
95,45,5,0.052045331239698345,False
95,45,8,0.049058563368260893,False
95,45,10,0.05741921375920046,False
95,45,15,0.06822007268988659,False
95,45,20,0.06988250346782814,False
95,45,24,0.07388632309546683,False
95,45,28,0.08225926170607877,True
95,46,2,0.06282865861858128,False
95,46,3,0.05764108399314093,False
95,46,5,0.052045331239698345,False
95,46,8,0.049058563368260893,False
95,46,10,0.05741921375920046,False
95,46,15,0.06822007268988659,False
95,46,20,0.06988250346782814,False
95,46,24,0.07388632309546683,False
95,46,28,0.08225926170607877,True
95,47,2,0.06282865861858128,False
95,47,3,0.05764108399314093,False
95,47,5,0.052045331239698345,False
95,47,8,0.049058563368260893,False
95,47,10,0.05741921375920046,False
95,47,15,0.06822007268988659,False
95,47,20,0.06988250346782814,False
95,47,24,0.07388632309546683,False
95,47,28,0.08225926170607877,True
95,48,2,0.06282865861858128,False
95,48,3,0.05764108399314093,False
95,48,5,0.052045331239698345,False
95,48,8,0.049058563368260893,False
95,48,10,0.05741921375920046,False
95,48,15,0.06822007268988659,False
95,48,20,0.06988250346782814,False
95,48,24,0.07388632309546683,False
95,48,28,0.08225926170607877,True
95,49,2,0.06282865861858128,False
95,49,3,0.05764108399314093,False
95,49,5,0.052045331239698345,False
95,49,8,0.049058563368260893,False
95,49,10,0.05741921375920046,False
95,49,15,0.06822007268988659,False
95,49,20,0.06988250346782814,False
95,49,24,0.07388632309546683,False
95,49,28,0.08225926170607877,True
