n_sub,rep,k,silhouette,is_best_k
60,36,20,0.08449516712818625,True
60,36,24,0.08378773097314487,False
60,36,28,0.08319622331467608,False
60,37,2,0.07471840655094132,False
60,37,3,0.07174614286993286,False
60,37,5,0.07266040796464125,False
60,37,8,0.07630630203868918,False
60,37,10,0.08236832191462967,False
60,37,15,0.08323959602465071,False
60,37,20,0.08505849425242332,False
60,37,24,0.08501273566293248,False
60,37,28,0.0883183162706764,True
60,38,2,0.06536858133417887,False
60,38,3,0.06223813215284513,False
60,38,5,0.05870872689842403,False
60,38,8,0.05738284451136929,False
60,38,10,0.06500372202475578,False
60,38,15,0.07066835028695939,False
60,38,20,0.08700556686455772,False
60,38,24,0.09206875760931771,True
60,38,28,0.0866290341480153,False
60,39,2,0.09879113754254716,False
60,39,3,0.10033744092844059,False
60,39,5,0.06287788363129902,False
60,39,8,0.10296296307734733,False
60,39,10,0.11980587439943569,False
60,39,15,0.1688424226407137,False
60,39,20,0.17610225037736735,False
60,39,24,0.18975586328475338,True
60,39,28,0.17757302012523915,False
60,40,2,0.05300567900214994,False
60,40,3,0.05826448661009182,False
60,40,5,0.05828759179662261,False
60,40,8,0.06493868671970426,True
60,40,10,0.056206185996214825,False
60,40,15,0.06291391687445759,False
60,40,20,0.05965605696714625,False
